A3159          ,535
A3160          ,522
A3161          ,522
A3162          ,105
A3163          ,105
A3165          ,199
A3166          ,199
A3167          ,522
A3168          ,522
A3169          ,522
A3170          ,522
A3171          ,522
A3172          ,522
A3173          ,253
A3174          ,537
A3174M         ,537
A3175          ,522
A3176          ,199
A3177          ,845
A3179          ,565
A3180          ,901
A3181          ,901
A3182          ,522
A3183          ,199
A3184          ,199
A3185          ,945
A3186          ,945
A3187          ,522
A3188          ,125
A3189          ,125
A3190          ,522
A3191          ,125
A3192          ,125
A3193          ,541
A3194          ,541
A3195          ,541
A3196          ,541
A3197          ,541
A3198          ,541
A3199          ,541
A3200          ,125
A3201          ,125
A3202          ,125
A3203          ,287
A3204          ,372
A3205          ,372
A3206          ,540
A3207          ,540
A3208          ,542
A3209          ,540
A3210          ,945
A3211          ,543
A3212          ,544
A3213          ,544
A3214          ,544
A3215          ,544
A3216          ,544
A3217          ,544
A3218          ,544
A3219          ,544
A3220          ,544
A3221          ,253
A3222          ,125
A3223          ,199
A3224          ,199
A3225          ,540
A3225A         ,540
A3226          ,545
A3227          ,199
A3231          ,199
A3232          ,340
A3233          ,185
A3237          ,522
A3240          ,199
A3241          ,336
A3242          ,336
A3243          ,336
A3244          ,336
A3245          ,556
A3246          ,544
A3247          ,120
A3248          ,845
A3248A         ,845
A3249          ,845
A3250          ,845
A3251          ,522
A3252          ,199
A3253          ,125
A3254          ,540
A3255          ,845
A3256          ,547
A3257          ,522
A3259          ,199
A3260          ,547
A3261          ,547
A3262          ,199
A3263          ,544
A3264          ,544
A3265          ,550
A3266          ,550
A3267          ,557
A3268          ,547
A3269          ,199
A3270          ,522
A3271          ,522
A3272          ,522
A3273          ,547
A3275          ,553
A3276          ,553
A3277          ,553
A3278          ,553
A3279          ,547
A3280          ,547
A3281          ,547
A3282          ,561
A3283          ,125
A3284          ,547
A3285          ,108
A3286          ,547
A3287          ,199
A3288          ,199
A3289          ,550
A3290          ,550
A3291          ,547
A3292          ,547
A3293          ,298
A3294          ,270
A3295          ,362
A3296          ,554
A3297          ,554
A3298          ,125
A3299          ,547
A3300          ,557
A3301          ,541
A3302          ,541
A3303          ,541
A3304          ,992
A3305          ,541
A3306          ,541
A3308          ,541
A3309          ,541
A3310          ,199
A3311          ,199
A3312          ,125
A3314          ,108
A3315          ,557
A3316          ,557
A3317          ,550
A3318          ,547
A3320          ,544
A3321          ,547
A3322          ,547
A3323          ,353
A3324          ,547
A3325          ,547
A3326          ,705
A3327          ,705
A3328          ,705
A3328-FPI      ,159
A3329          ,199
A3330          ,199
A3331          ,336
A3332          ,336
A3335          ,705
A3336          ,705
A3337          ,705
A3338          ,705
A3344          ,900
A3348          ,541
A3349          ,541
A3350          ,541
A3351          ,541
A3352          ,541
A3353          ,541
A3354          ,541
A3356          ,572
A3359          ,541
A3360          ,307
A3361          ,115
A3362          ,611
A3363          ,199
A3364          ,199
A3365          ,199
A3366          ,425
A3367          ,425
A3368          ,425
A3369          ,425
A3370          ,425
A3371          ,425
A3372          ,425
A3373          ,546
A3374          ,430
A3375          ,425
A3376          ,425
A3377          ,425
A3378          ,425
A3379          ,185
A3380          ,270
A3381          ,125
A3382          ,253
A3384          ,522
A3384M         ,537
A3385          ,199
A3387          ,541
A3388          ,185
A3389          ,445
A3397          ,465
A3402          ,845
A3403          ,575
A3404          ,445
A3405          ,445
A3407          ,199
A3408          ,115
A3409          ,115
A3410          ,115
A3411          ,115
A3413          ,214
A3414          ,214
A3415          ,199
A3416          ,471
A3418          ,445
A3419          ,537
A3420          ,565
A3421          ,199
A3422          ,199
A3423          ,199
A3424          ,199
A3425          ,199
A3427          ,199
A3428          ,199
A3429          ,199
A3430          ,199
A3431          ,199
A3436          ,557
A3437          ,557
A3438          ,445
A3439          ,900
A3440          ,251
A3441          ,553
A3442          ,199
A3443          ,553
A3444          ,430
A3446          ,541
A3449          ,541
A3450          ,541
A3453          ,541
A3454          ,553
A3455          ,553
A3456          ,553
A3457          ,553
A3458          ,553
A3459          ,480
A3460          ,553
A3461          ,199
A3462          ,553
A3465          ,660
A3466          ,845
A3467          ,845
A3472          ,495
A3473          ,495
A3474          ,199
A3479          ,549
A3481          ,556
A3484          ,199
A3485          ,199
A3486          ,200
A3487          ,200
A3490          ,557
A3491          ,557
A3492          ,557
A3493          ,557
A3498          ,116
A3499          ,495
A3500          ,199
A3502          ,199
A3503          ,900
A3506          ,945
A3507          ,495
A3510          ,945
A3516          ,128
A3517          ,119
A3519          ,445
A3520          ,199
A3523          ,575
A3525          ,557
A3526          ,557
A3528          ,541
A3529          ,121
A3530          ,396
A3531          ,396
A3532          ,945
A3533          ,121
A3534          ,199
A3535          ,575
A3536          ,199
A3540          ,270
A3542          ,553
A3546          ,199
A3547          ,123
A3551          ,129
A3553          ,845
A3554          ,845
A3555          ,336
A3556          ,118
A3557          ,199
A3558          ,199
A3563          ,557
A3566          ,116
A3568          ,214
A3572          ,123
A3573          ,116
A3577          ,845
A3578          ,845
A3579          ,565
A3580          ,565
A3581          ,199
A3582          ,199
A3583          ,199
A3584          ,149
A3585          ,149
A3586          ,553
A3587          ,124
A3588          ,553
A3589          ,199
A3591          ,200
A3592          ,138
A3593          ,138
A3594          ,199
A3595          ,199
A3596          ,199
A3597          ,199
A3598          ,199
A3601          ,553
A3602          ,199
A3603          ,116
A3604          ,115
A3606          ,142
A3610          ,144
A3617          ,945
A3618          ,549
A3619          ,116
A3620          ,525
A3621          ,525
A3622          ,945
A3624          ,199
A3630          ,124
A3631          ,124
A3633          ,471
A3634          ,471
A3635          ,471
A3636          ,471
A3637          ,471
A3638          ,471
A3639          ,471
A3640          ,471
A3641          ,471
A3642          ,115
A3644          ,465
A3645          ,557
A3646          ,465
A3647          ,200
A3648          ,525
A3649          ,525
A3655          ,121
A3656          ,121
A3657          ,557
A3658          ,121
A3659          ,121
A3661          ,158
A3663          ,161
A3672          ,199
A3673          ,199
A3674          ,199
A3677          ,270
A3680          ,121
BARS           ,509
BIKE           ,308
BIKE1          ,308
BIKE2          ,308
BIKE3          ,308
BIKE4          ,308
BIKE5          ,308
BIKE6          ,308
BOOK           ,251
BOOKS          ,251
BP1            ,998
BRNA2          ,0
B958           ,256
CANCEL. FEE    ,996
CAP            ,0
CAROL          ,396
CLUB           ,0
COAST          ,0
DFRM           ,289
DONAL TOOLING  ,502
D007           ,219
D009           ,219
D011           ,219
D013           ,219
D015           ,219
D029           ,219
EXPEDITE       ,1
E280           ,234
FAB-BRAZE      ,509
FFF5           ,234
FRAME          ,278
FREIGHT ONLY   ,1
F1130          ,277
F1131          ,277
F357           ,660
F535           ,236
F536           ,236
F537           ,660
F612           ,236
GOLF           ,0
GOLF-PROTOTYPE ,356
GOLF1          ,324
GRIP           ,998
GUN            ,0
G127           ,352
G128           ,352
H.T.           ,286
HAND           ,296
HEAT TREAT     ,440
HEATTREATPANELS,660
H001           ,185
H1310          ,0
INDR           ,0
INSP           ,0
INTRACOM PARTS ,340
JFRM           ,289
J15B           ,248
J15M           ,248
J15S           ,248
KOU9           ,530
KXRN3          ,530
L/O            ,0
LUG            ,348
LWR            ,376
MISC           ,271
MISC1          ,1
MISC2          ,1
MISC3          ,559
MMC SAMPLES    ,505
M200           ,259
N10B           ,247
N10C           ,247
OU20           ,530
PART1          ,308
PEDL           ,348
PENETRANT      ,202
PENETRANT TEST ,450
PREM           ,0
PROTOTYPE      ,257
P778           ,230
P812           ,230
Q026           ,530
Q122           ,239
RE-WORK        ,1
SAM1           ,103
SAM2           ,1
SAM3           ,103
SA3008         ,845
SA3009         ,845
SA3041         ,234
SA3046         ,376
SA3047         ,251
SA3104         ,115
SA3109         ,297
SA3122         ,715
SA3127         ,523
SA3128         ,523
SA3131         ,199
SA3133         ,199
SA3134         ,199
SA3135         ,527
SA3135A        ,527
SA3136         ,529
SA3137         ,529
SA3138         ,396
SA3139         ,531
SA3140         ,532
SA3141         ,396
SA3142         ,396
SA3143         ,396
SA3144         ,199
SA3145         ,199
SA3146         ,199
SA3147         ,199
SA3148         ,199
SA3149         ,105
SA3150         ,105
SA3151         ,533
SA3152         ,533
SA3153         ,533
SA3154         ,234
SA3155         ,234
SA3156         ,845
SA3157         ,845
SA3158         ,535
SA3159         ,535
SA3160         ,522
SA3161         ,522
SA3162         ,105
SA3163         ,105
SA3164         ,536
SA3165         ,199
SA3166         ,199
SA3167         ,522
SA3168         ,522
SA3169         ,522
SA3170         ,522
SA3171         ,522
SA3172         ,522
SA3173         ,253
SA3174         ,537
SA3175         ,522
SA3176         ,199
SA3177         ,845
SA3178         ,530
SA3179         ,214
SA3180         ,540
SA3181         ,540
SA3182         ,522
SA3183         ,199
SA3184         ,199
SA3185         ,945
SA3186         ,945
SA3187         ,537
SA3188         ,522
SA3189         ,522
SA3190         ,522
SA3191         ,253
SA3192         ,522
SA3193         ,541
SA3194         ,541
SA3195         ,541
SA3196         ,541
SA3197         ,541
SA3198         ,541
SA3199         ,541
SA3200         ,253
SA3201         ,253
SA3202         ,253
SA3203         ,251
SA3204         ,531
SA3205         ,531
SA3206         ,540
SA3207         ,540
SA3208         ,540
SA3209         ,540
SA3210         ,945
SA3210T        ,945
SA3211         ,543
SA3212         ,544
SA3213         ,544
SA3214         ,544
SA3215         ,544
SA3216         ,544
SA3217         ,544
SA3218         ,544
SA3219         ,544
SA3220         ,544
SA3221         ,253
SA3222         ,253
SA3223         ,199
SA3224         ,199
SA3225         ,540
SA3226         ,545
SA3227         ,199
SA3228         ,199
SA3229         ,199
SA3230         ,199
SA3231         ,199
SA3232         ,340
SA3233         ,185
SA3234         ,547
SA3235         ,547
SA3237         ,522
SA3238         ,547
SA3239         ,547
SA3240         ,199
SA3241         ,336
SA3242         ,336
SA3243         ,336
SA3244         ,336
SA3245         ,549
SA3246         ,544
SA3247         ,548
SA3248         ,845
SA3249         ,845
SA3250         ,845
SA3251         ,522
SA3252         ,199
SA3253         ,105
SA3254         ,540
SA3255         ,845
SA3256         ,547
SA3257         ,522
SA3258         ,336
SA3259         ,199
SA3260         ,547
SA3261         ,547
SA3262         ,199
SA3263         ,544
SA3264         ,544
SA3265         ,550
SA3266         ,550
SA3267         ,557
SA3268         ,547
SA3269         ,199
SA3270         ,522
SA3271         ,522
SA3272         ,522
SA3273         ,547
SA3274         ,396
SA3275         ,553
SA3276         ,553
SA3277         ,553
SA3278         ,553
SA3279         ,547
SA3280         ,547
SA3281         ,547
SA3282         ,550
SA3283         ,522
SA3284         ,547
SA3286         ,547
SA3287         ,199
SA3288         ,199
SA3289         ,550
SA3290         ,550
SA3291         ,547
SA3292         ,547
SA3293         ,298
SA3294         ,270
SA3296         ,554
SA3297         ,554
SA3298         ,522
SA3299         ,547
SA3300         ,557
SA3301         ,541
SA3302         ,541
SA3303         ,541
SA3304         ,549
SA3305         ,541
SA3306         ,541
SA3307         ,541
SA3308         ,541
SA3309         ,541
SA3310         ,199
SA3311         ,199
SA3312         ,522
SA3313         ,522
SA3315         ,557
SA3316         ,557
SA3317         ,550
SA3318         ,547
SA3319         ,541
SA3320         ,544
SA3321         ,547
SA3322         ,547
SA3323         ,563
SA3324         ,547
SA3325         ,547
SA3326         ,541
SA3327         ,541
SA3328         ,541
SA3329         ,199
SA3330         ,199
SA3331         ,336
SA3332         ,336
SA3333         ,562
SA3334         ,108
SA3335         ,541
SA3336         ,541
SA3337         ,541
SA3338         ,541
SA3339         ,541
SA3340         ,541
SA3341         ,541
SA3342         ,541
SA3343         ,567
SA3344         ,900
SA3345         ,569
SA3346         ,570
SA3347         ,570
SA3348         ,541
SA3349         ,541
SA3350         ,541
SA3351         ,541
SA3352         ,541
SA3353         ,541
SA3354         ,541
SA3355         ,522
SA3356         ,572
SA3357         ,570
SA3359         ,541
SA3360         ,307
SA3361         ,115
SA3362         ,611
SA3363         ,199
SA3364         ,199
SA3365         ,199
SA3366         ,425
SA3367         ,425
SA3368         ,425
SA3369         ,425
SA3370         ,425
SA3371         ,425
SA3372         ,425
SA3373         ,546
SA3374         ,430
SA3375         ,425
SA3376         ,425
SA3377         ,425
SA3378         ,425
SA3379         ,185
SA3380         ,270
SA3381         ,522
SA3382         ,105
SA3384         ,522
SA3385         ,199
SA3386         ,570
SA3387         ,541
SA3388         ,185
SA3389         ,445
SA3397         ,465
SA3402         ,845
SA3403         ,575
SA3404         ,445
SA3405         ,445
SA3406         ,567
SA3407         ,199
SA3408         ,115
SA3409         ,115
SA3410         ,115
SA3411         ,115
SA3413         ,214
SA3414         ,214
SA3415         ,199
SA3416         ,471
SA3418         ,445
SA3419         ,522
SA3420         ,565
SA3421         ,199
SA3422         ,199
SA3423         ,199
SA3424         ,199
SA3425         ,199
SA3426         ,541
SA3427         ,199
SA3428         ,199
SA3429         ,199
SA3430         ,199
SA3431         ,199
SA3436         ,557
SA3437         ,557
SA3438         ,445
SA3439         ,563
SA3441         ,553
SA3442         ,199
SA3443         ,553
SA3444         ,430
SA3445         ,541
SA3446         ,541
SA3447         ,541
SA3448         ,541
SA3449         ,541
SA3450         ,541
SA3451         ,541
SA3452         ,541
SA3453         ,541
SA3454         ,553
SA3455         ,553
SA3456         ,553
SA3457         ,553
SA3458         ,553
SA3459         ,480
SA3460         ,553
SA3461         ,199
SA3462         ,553
SA3465         ,660
SA3466         ,845
SA3467         ,845
SA3468         ,845
SA3469         ,845
SA3472         ,495
SA3473         ,495
SA3474         ,199
SA3479         ,549
SA3481         ,549
SA3482         ,553
SA3483         ,530
SA3484         ,199
SA3485         ,199
SA3486         ,285
SA3487         ,285
SA3488         ,285
SA3489         ,200
SA3490         ,557
SA3491         ,557
SA3492         ,557
SA3493         ,557
SA3498         ,116
SA3499         ,495
SA3500         ,199
SA3502         ,199
SA3503         ,900
SA3504         ,522
SA3505         ,522
SA3506         ,945
SA3507         ,495
SA3510         ,945
SA3516         ,118
SA3517         ,118
SA3519         ,445
SA3520         ,199
SA3522         ,199
SA3523         ,575
SA3525         ,557
SA3526         ,557
SA3528         ,541
SA3529         ,121
SA3530         ,396
SA3531         ,396
SA3532         ,945
SA3533         ,121
SA3534         ,199
SA3535         ,575
SA3536         ,199
SA3540         ,270
SA3542         ,553
SA3546         ,199
SA3547         ,123
SA3551         ,129
SA3551A        ,129
SA3553         ,845
SA3554         ,845
SA3555         ,336
SA3556         ,118
SA3557         ,199
SA3558         ,199
SA3563         ,557
SA3568         ,214
SA3569         ,575
SA3572         ,123
SA3573         ,116
SA3577         ,845
SA3578         ,845
SA3579         ,565
SA3580         ,565
SA3581         ,199
SA3582         ,199
SA3583         ,199
SA3584         ,553
SA3585         ,553
SA3586         ,553
SA3587         ,553
SA3588         ,199
SA3589         ,199
SA3591         ,138
SA3592         ,138
SA3593         ,138
SA3594         ,199
SA3595         ,199
SA3596         ,199
SA3597         ,199
SA3598         ,199
SA3601         ,553
SA3602         ,199
SA3603         ,116
SA3604         ,115
SA3605         ,115
SA3606         ,142
SA3609         ,143
SA3610         ,144
SA3611         ,445
SA3617         ,945
SA3618         ,549
SA3619         ,116
SA3620         ,525
SA3621         ,525
SA3622         ,945
SA3624         ,199
SA3630         ,124
SA3631         ,124
SA3633         ,471
SA3634         ,471
SA3635         ,471
SA3636         ,471
SA3637         ,471
SA3638         ,471
SA3639         ,471
SA3640         ,471
SA3641         ,471
SA3642         ,115
SA3643         ,115
SA3644         ,465
SA3645         ,465
SA3646         ,465
SA3647         ,200
SA3648         ,525
SA3649         ,525
SA3650         ,445
SA3655         ,121
SA3656         ,121
SA3657         ,557
SA3658         ,121
SA3659         ,121
SA3661         ,197
SA3663         ,161
SA3671         ,945
SA3672         ,199
SA3673         ,199
SA3674         ,199
SA3677         ,270
SA3680         ,121
SET-UPS        ,530
SHELLS         ,534
SINGLE TEST BAR,1
SLAQC          ,1
SLA3193        ,541
SLA3194        ,541
SLA3196        ,541
SLA3197        ,541
SLA3198        ,541
SLA3199        ,541
SLA3357        ,570
SLA3365        ,199
SLA3379        ,185
SLA3383        ,570
SLA3386        ,570
SLA3389        ,445
SLA3390        ,115
SLA3391        ,115
SLA3392        ,115
SLA3393        ,115
SLA3394        ,455
SLA3395        ,455
SLA3396        ,465
SLA3397        ,465
SLA3398        ,465
SLA3399        ,465
SLA3400        ,465
SLA3401        ,570
SLA3403        ,575
SLA3412        ,580
SLA3416        ,470
SLA3417        ,475
SLA3418        ,445
SLA3426        ,541
SLA3427        ,199
SLA3428        ,199
SLA3429        ,199
SLA3430        ,199
SLA3431        ,199
SLA3432        ,199
SLA3433        ,199
SLA3434        ,199
SLA3435        ,199
SLA3438        ,445
SLA3454        ,553
SLA3455        ,553
SLA3457        ,553
SLA3458        ,553
SLA3459        ,480
SLA3462        ,553
SLA3463        ,567
SLA3464        ,567
SLA3470        ,199
SLA3471        ,199
SLA3475        ,567
SLA3476        ,567
SLA3477        ,570
SLA3478        ,845
SLA3480        ,553
SLA3494        ,117
SLA3495        ,117
SLA3496        ,117
SLA3497        ,117
SLA3508        ,115
SLA3509        ,115
SLA3511        ,105
SLA3512        ,105
SLA3513        ,199
SLA3514        ,199
SLA3515        ,199
SLA3518        ,567
SLA3519        ,445
SLA3524        ,199
SLA3527        ,199
SLA3530        ,396
SLA3531        ,396
SLA3537        ,553
SLA3538        ,455
SLA3539        ,455
SLA3541        ,123
SLA3542        ,553
SLA3543        ,567
SLA3544        ,553
SLA3545        ,553
SLA3547        ,123
SLA3548        ,199
SLA3549        ,199
SLA3550        ,199
SLA3551        ,129
SLA3552        ,132
SLA3557        ,199
SLA3559        ,465
SLA3560        ,199
SLA3561        ,574
SLA3562        ,574
SLA3564        ,567
SLA3565        ,567
SLA3570        ,105
SLA3571        ,553
SLA3572        ,123
SLA3574        ,455
SLA3575        ,455
SLA3576        ,567
SLA3589        ,553
SLA3590        ,553
SLA3599        ,199
SLA3600        ,199
SLA3604        ,115
SLA3605        ,115
SLA3607        ,541
SLA3608        ,567
SLA3609        ,143
SLA3612        ,567
SLA3613        ,567
SLA3614        ,123
SLA3615        ,123
SLA3616        ,123
SLA3618        ,549
SLA3623        ,123
SLA3625        ,123
SLA3626        ,148
SLA3627        ,560
SLA3628        ,560
SLA3629        ,567
SLA3632        ,199
SLA3642        ,115
SLA3643        ,115
SLA3650        ,445
SLA3651        ,445
SLA3652        ,445
SLA3653        ,445
SLA3654        ,567
SLA3660        ,553
SLA3661        ,197
SLA3662        ,471
SLA3664        ,123
SLA3665        ,125
SLA3666        ,197
SLA3667        ,105
SLA3668        ,567
SLA3669        ,567
SLA3670        ,471
SLA3672        ,199
SLA3673        ,199
SLA3674        ,199
SLA3675        ,199
SLA3676        ,199
SLA3678        ,471
SLA3679        ,199
SOLE           ,0
STEP           ,1
STG            ,0
ST002          ,1
S3032          ,336
S4977          ,405
S5113          ,405
S9200          ,251
TEST ADD1      ,1
TEST BAR       ,10
TEST BARS      ,166
TOOL           ,0
TOOLING        ,522
TP001          ,1
TRAY           ,0
V002           ,340
V014           ,530
V017           ,530
WELD           ,440
WHALE          ,0
WLD123         ,200
WTP1           ,1
WTP2           ,1
W00200         ,530
W00210         ,530
W00300         ,530
XRAY           ,126
XRN3           ,530
Z020           ,530
0001           ,251
0002           ,373
0010           ,845
0017           ,362
0019           ,0
0024           ,299
0026           ,254
0027           ,0
0030           ,100
0031           ,845
0032           ,845
0041           ,845
0043           ,0
0046           ,298
0051           ,845
0053           ,358
0055           ,0
0059           ,234
006C           ,297
0065           ,0
0068           ,102
0072           ,266
0081           ,845
0084           ,298
0101           ,845
0102           ,845
0142           ,200
0152           ,0
0154           ,327
0186           ,0
0200           ,340
0201           ,301
0202           ,340
0204           ,340
0206           ,340
0210           ,530
0223           ,0
0240           ,0
0241           ,0
0242           ,314
0254           ,0
0256           ,0
0267           ,0
0297           ,363
0299           ,363
0301           ,251
0314           ,0
0330           ,200
0331           ,200
0342           ,215
0349           ,0
0394           ,292
0401           ,251
0402           ,301
0403           ,347
0416           ,0
0422           ,234
0434           ,200
0442           ,715
0455           ,0
0456           ,0
0458           ,0
0462           ,366
05P1           ,560
0501           ,251
0502           ,200
0503           ,0
0510           ,0
0516           ,200
0529           ,0
0531           ,845
0533           ,0
0544           ,0
0545           ,0
0551           ,845
06P1           ,560
0600           ,212
0600T          ,212
0601           ,530
0613           ,255
0631           ,0
0708           ,0
0792           ,255
0793           ,255
0808           ,303
0832           ,311
0839           ,208
0855           ,0
0877           ,815
0878           ,815
0879           ,815
0900           ,0
0909           ,0
0910           ,0
0917           ,815
0926           ,328
0971           ,0
0973           ,0
0974           ,222
0975           ,222
0977           ,222
10-96          ,1
1002           ,396
1004           ,373
1006           ,222
1007           ,237
1009           ,373
1042           ,200
1050           ,520
1100           ,530
1101           ,415
1120           ,294
1124           ,277
1130           ,277
1131           ,277
1160           ,0
1171           ,307
1182           ,415
1183           ,415
1185           ,415
1186           ,277
1191           ,415
1196           ,415
1197           ,0
1200           ,571
1201           ,558
1208           ,150
1209           ,150
1232           ,530
1233           ,0
1234           ,215
1291           ,200
1298           ,925
1303           ,925
1306           ,150
1357           ,0
1358           ,200
1376           ,200
1380           ,200
13802          ,200
1381           ,200
1383           ,200
1386           ,200
1387           ,200
1388           ,200
1389           ,200
1391           ,200
1392           ,0
1393           ,0
1394           ,0
1395           ,200
1396           ,200
1397           ,200
1398           ,200
1400           ,200
1400I          ,517
1401           ,200
1402           ,200
1403           ,530
1405           ,200
1406           ,200
1408           ,200
1408I          ,517
1409           ,200
141S           ,0
1410           ,200
1411           ,200
1412           ,200
1413           ,200
1415           ,200
1416           ,200
1417           ,200
1418           ,200
1420           ,200
1421           ,200
14212          ,200
1422           ,0
1423           ,200
1425           ,200
1425I          ,517
1427           ,0
1430           ,200
14302          ,200
1431           ,200
1438           ,200
1439           ,200
1451           ,200
1452           ,975
1452I          ,517
1453           ,975
1463           ,0
1500           ,312
1552           ,226
1561           ,280
1562           ,0
1586           ,0
1601           ,251
1607           ,280
1661           ,0
1679           ,200
1682           ,0
1683           ,0
1701           ,775
1709           ,0
1744           ,530
1763           ,0
1811           ,265
1814           ,900
1823           ,325
1830           ,325
1840           ,530
1846           ,0
1883           ,0
1897           ,0
1906           ,530
1911           ,998
1916           ,0
1934           ,332
1939           ,307
1947           ,332
195C           ,573
1971           ,315
1981           ,0
1982           ,315
1990           ,271
1993           ,530
2000           ,830
2001           ,830
2005           ,0
2009           ,0
2012           ,0
2016           ,530
2020           ,530
2035           ,0
2043           ,0
2049           ,0
2050           ,200
2080           ,830
2088           ,0
2100           ,830
2107           ,830
2109           ,207
2110           ,830
2113           ,0
2114           ,0
2115           ,0
2117           ,0
2118           ,0
2124           ,0
2125           ,0
2127           ,0
2128           ,0
2130           ,830
2132           ,357
2133           ,0
2140           ,830
2143           ,0
2155           ,530
2160           ,830
2165           ,288
2170           ,830
2200           ,0
2202           ,0
2209           ,0
2210           ,0
2221           ,0
2230           ,0
2231           ,261
2234           ,0
2250           ,530
2252           ,0
2261           ,234
2264           ,530
2272           ,0
2281           ,234
2305           ,530
2309           ,365
2318           ,0
2328           ,234
2357           ,135
2359           ,530
2361           ,0
2362           ,0
2376           ,135
2385           ,0
2390           ,994
2403           ,135
2410           ,135
2410A          ,0
2417           ,234
2419           ,234
2441           ,0
2451           ,0
2452           ,0
2465           ,262
2467           ,262
2491           ,262
2501           ,0
2513           ,530
2546           ,530
2560           ,0
2600           ,830
2603           ,530
2604           ,530
2608           ,262
2673           ,530
2674           ,530
2675           ,530
2706           ,530
2718           ,541
2730           ,830
2737           ,420
2766           ,0
2767           ,175
2769           ,200
2769I          ,517
2770           ,200
2770I          ,517
2773           ,245
2776           ,245
2779           ,0
2802           ,395
2840           ,0
2843           ,0
2849           ,530
2857           ,0
2887           ,200
2891           ,0
2892           ,0
2956           ,200
2969           ,361
2974           ,363
2975           ,363
2997           ,363
3000           ,830
3001           ,262
3003           ,0
3020           ,347
3021           ,0
3058           ,351
3059           ,351
3076           ,249
3078           ,276
3099           ,0
3100           ,373
3102           ,245
3107           ,530
3135           ,0
3143           ,530
3154           ,530
3186           ,530
3193           ,0
3202           ,998
3214           ,274
3221           ,253
3231           ,105
3254           ,0
3255           ,0
3257           ,0
3258           ,0
3355           ,530
3387           ,530
3415           ,335
3434           ,245
3437           ,715
3441           ,0
3442           ,0
3457           ,900
3479           ,715
3482           ,530
3511           ,200
3512           ,0
3513           ,0
3514           ,0
3521           ,253
3524           ,245
3534           ,245
3541           ,253
3543           ,200
355T6          ,113
3551           ,105
3610           ,530
3612           ,530
3614           ,530
36141          ,865
3618           ,367
3630           ,565
3640           ,830
3648           ,530
3649           ,530
3671           ,185
3700           ,340
3705           ,530
3707           ,530
3725           ,309
3763           ,247
3778           ,530
3779           ,530
3780           ,530
3781           ,530
3782           ,530
3801           ,585
3811           ,276
3883           ,255
3894           ,0
3895           ,0
3900           ,530
3902           ,530
3915           ,165
3942           ,900
3949           ,998
3979           ,237
3980           ,237
3997           ,0
3999           ,165
4003           ,845
4004           ,845
4005           ,845
4006           ,845
4009           ,845
4010           ,845
4025           ,244
4052           ,0
4057           ,200
4069           ,0
4084           ,0
4087           ,200
4088           ,0
4089           ,0
4096           ,0
4097           ,0
4100           ,830
4127           ,234
