customerno,company,part_number
NUI001              ,"Nu-cast, Inc.",HEAT-TREAT          
OTT001              ,Otto,A3643               
OTT001              ,Otto,A3605               
TAI002              ,"Tps Aviation, Inc.",SA3695              
TAI002              ,"Tps Aviation, Inc.",A3695               
ESL001              ,Elbit Systems Ltd.,A3504               
IDC002              ,Instrument Development Corp.,SLA3697             
BAI001              ,Barber-nichols Inc.,A3626               
IDC002              ,Instrument Development Corp.,SLA3707             
IDC002              ,Instrument Development Corp.,SLA3706             
ATS001              ,"Ametek Thermal Systems, Inc.",SLA3704             
IDC002              ,Instrument Development Corp.,SLA3698             
IDC002              ,Instrument Development Corp.,SLA3705             
OTT001              ,Otto,A3391               
OTT001              ,Otto,SA3391              
BAI001              ,Barber-nichols Inc.,SA3626              
ASA001              ,Aselsan A.S.,SLA3636             
PRG001              ,"Precision Grinding & Mfg, Inc.",SLA3713             
PRG001              ,"Precision Grinding & Mfg, Inc.",SLA3714             
PRG001              ,"Precision Grinding & Mfg, Inc.",SLA3715             
LUI003              ,Locust Usa Dba Locust Power,SLA3716             
OTT001              ,Otto,SLA3717             
IDC002              ,Instrument Development Corp.,SLA3718             
OTT001              ,Otto,A3719               
OTT001              ,Otto,SA3719              
IDC002              ,Instrument Development Corp.,SLA3721             
WOM001              ,"Woodward, Inc.",SLA3722             
ASA001              ,Aselsan A.S.,SLA3723             
PTC001              ,Pine Tree Castings,WATERWASH           
OTT001              ,Otto,SLA3726             
WOM001              ,"Woodward, Inc.",A3722               
WOM001              ,"Woodward, Inc.",SA3722              
LUI003              ,Locust Usa Dba Locust Power,SLA3729             
LUI003              ,Locust Usa Dba Locust Power,SLA3728             
PON001              ,"Pgm Of New England, LLC",A3627               
PON001              ,"Pgm Of New England, LLC",SA3627              
OTT001              ,Otto,SLA3731             
PON001              ,"Pgm Of New England, LLC",SA3732              
RAC004              ,"Remington Arms, Co., Inc.",SLA3733             
PTC001              ,Pine Tree Castings,SA3735              
PTC001              ,Pine Tree Castings,SA3735F             
PTC001              ,Pine Tree Castings,SA3735A             
ASA001              ,Aselsan A.S.,SLA3736             
BAI001              ,Barber-nichols Inc.,SLA3739             
PON001              ,"Pgm Of New England, LLC",A3732               
ASA001              ,Aselsan A.S.,SLA3740             
BAI001              ,Barber-nichols Inc.,SLA3749             
OTT001              ,Otto,SA3717              
OTT001              ,Otto,A3717               
COX001              ,"Cox & Company, Inc.",A3569               
PON001              ,"Pgm Of New England, LLC",SA3628              
FSI001              ,"Flir Systems, Inc.",SLA3752             
SET001              ,Space Exploration Technologies,TEST ENG TRIAL      
KET001              ,Kennebec Technologies,SA3754              
KET001              ,Kennebec Technologies,A3754               
PON001              ,"Pgm Of New England, LLC",A3628               
ABT001              ,Amphenol Borisch Technologies,SLA3767             
ABT001              ,Amphenol Borisch Technologies,SLA3768             
ASA001              ,Aselsan A.S.,SLA3771             
ASA001              ,Aselsan A.S.,SLA3777             
ASA001              ,Aselsan A.S.,SLA3778             
ASA001              ,Aselsan A.S.,SLA3779             
ASA001              ,Aselsan A.S.,SLA3780             
ASA001              ,Aselsan A.S.,SLA3781             
COX001              ,"Cox & Company, Inc.",SA3782              
COX001              ,"Cox & Company, Inc.",A3782               
ASA001              ,Aselsan A.S.,SLA3772             
ASA001              ,Aselsan A.S.,SLA3773             
ASA001              ,Aselsan A.S.,SLA3774             
ASA001              ,Aselsan A.S.,SLA3775             
ASA001              ,Aselsan A.S.,SLA3776             
ALM003              ,Alexander Machine & Tool Co.,A3179HP             
IDC002              ,Instrument Development Corp.,SA3705              
IDC002              ,Instrument Development Corp.,A3705               
TAI002              ,"Tps Aviation, Inc.",A3591R              
CAL001              ,Caspian Arms Ltd.,A3787               
ASA001              ,Aselsan A.S.,SLA3788             
ASA001              ,Aselsan A.S.,SLA3790             
FII001              ,"Fibertek, Inc.",SLA3791             
IDC002              ,Instrument Development Corp.,SLA3795             
ENL001              ,Envera LLC,SLA3801             
UNI003              ,Uni-cast - Test Bars Hp,A3804               
PRG001              ,"Precision Grinding & Mfg, Inc.",SA3809              
PRG001              ,"Precision Grinding & Mfg, Inc.",A3809               
WOM001              ,"Woodward, Inc.",SA3063              
FAC001              ,Fab-braze Corporation,2316A-2 FPI/XRY     
FAC001              ,Fab-braze Corporation,2316A-5 FPI/XRY     
FAC001              ,Fab-braze Corporation,2316A-7 FPI/XRY     
FAC001              ,Fab-braze Corporation,2316A-9 FPI/XRY     
FAC001              ,Fab-braze Corporation,FPI/X-RAY           
WOM001              ,"Woodward, Inc.",SA3064              
HBI001              ,"Hbm, Inc.",SLA3820             
TAB001              ,Tampa Brass & Aluminum,SLA3830             
TAB001              ,Tampa Brass & Aluminum,SA3830              
TAB001              ,Tampa Brass & Aluminum,A3830               
OTT001              ,Otto,SLA3831             
OTT001              ,Otto,SLA3832             
MAM003              ,Mackay Manufacturing,A3606A              
ASA001              ,Aselsan A.S.,SLA3837             
ASA001              ,Aselsan A.S.,SLA3838             
MAM003              ,Mackay Manufacturing,SA3606A             
NUI001              ,"Nu-cast, Inc.",NU1006-2            
DMI001              ,"Donal Machine, Inc.",SA3056              
FSI001              ,"Flir Systems, Inc.",SLA3851             
OTT001              ,Otto,A3508               
ABT001              ,Amphenol Borisch Technologies,SLA3855             
PTC001              ,Pine Tree Castings,BOXES               
ENL001              ,Envera LLC,SLA3859             
FRC001              ,Fredon Corporation,SLA3864             
COX001              ,"Cox & Company, Inc.",SLA3863             
EEO001              ,Elop Electro Optics,SA3866              
EEO001              ,Elop Electro Optics,SA3867              
EEO001              ,Elop Electro Optics,A3866               
EEO001              ,Elop Electro Optics,A3867               
RPS001              ,"Rapid Product Solutions, Inc.",SLA3868             
H002                ,H & S Swansons' Tool Company,SA3864              
H002                ,H & S Swansons' Tool Company,A3864               
OTT001              ,Otto,SLA3869             
RPS001              ,"Rapid Product Solutions, Inc.",SLA3871             
COX001              ,"Cox & Company, Inc.",SLA3874             
COX001              ,"Cox & Company, Inc.",SLA3873             
COX001              ,"Cox & Company, Inc.",SLA3877             
COX001              ,"Cox & Company, Inc.",SLA3878             
COX001              ,"Cox & Company, Inc.",SLA3879             
FAC001              ,Fab-braze Corporation,FPI/X-RAY-2         
FAC001              ,Fab-braze Corporation,801C/W FPI/XRY      
FAC001              ,Fab-braze Corporation,802C/W FPI/XRY      
FAC001              ,Fab-braze Corporation,334C/C M/B F/X      
SET001              ,Space Exploration Technologies,SLA3889             
CAL001              ,Caspian Arms Ltd.,SLA3891             
CAL001              ,Caspian Arms Ltd.,SA3891              
SII002              ,Sonju Industrial Inc.,SLA3893             
OTT001              ,Otto,SA3390              
OTT001              ,Otto,A3390               
SET001              ,Space Exploration Technologies,SLA3898             
SET001              ,Space Exploration Technologies,SLA3899             
SET001              ,Space Exploration Technologies,SLA3900             
ALM003              ,Alexander Machine & Tool Co.,SLA3901             
SET001              ,Space Exploration Technologies,SLA3902             
MAA001              ,Matrix Aerospace,A3452-FPI           
IDC002              ,Instrument Development Corp.,SLA3905             
CER001              ,Cera-met,C9401               
CER001              ,Cera-met,C9521               
SET001              ,Space Exploration Technologies,SLA3916             
SET001              ,Space Exploration Technologies,SLA3917             
NUI001              ,"Nu-cast, Inc.",A3920               
PRG001              ,"Precision Grinding & Mfg, Inc.",SA3903              
PRG001              ,"Precision Grinding & Mfg, Inc.",A3903               
PRG001              ,"Precision Grinding & Mfg, Inc.",SA3904              
PRG001              ,"Precision Grinding & Mfg, Inc.",A3904               
SMS001              ,Secondo Mona,SA3921              
SMS001              ,Secondo Mona,A3921               
SSI001              ,"Sig Sauer, Inc.",SA3923              
ESL001              ,Elbit Systems Ltd.,SA3926              
ESL001              ,Elbit Systems Ltd.,A3926               
NUI001              ,"Nu-cast, Inc.",A3927               
NUI001              ,"Nu-cast, Inc.",A3928               
NUI001              ,"Nu-cast, Inc.",A3929               
ACI001              ,"Accudynamics, LLC",SLA3930             
ALM003              ,Alexander Machine & Tool Co.,SA3901              
ALM003              ,Alexander Machine & Tool Co.,A3901               
SBG001              ,"Showa Best Glove, Inc.",A3934               
SBG001              ,"Showa Best Glove, Inc.",A3935               
SBG001              ,"Showa Best Glove, Inc.",A3936R              
SBG001              ,"Showa Best Glove, Inc.",A3937L              
SBG001              ,"Showa Best Glove, Inc.",A3937R              
SBG001              ,"Showa Best Glove, Inc.",A3936L              
DRS001              ,LEONARDO S.P.A.,SA3938              
DRS001              ,LEONARDO S.P.A.,SA3939              
DRS001              ,LEONARDO S.P.A.,A3938               
DRS001              ,LEONARDO S.P.A.,A3939               
NUI001              ,"Nu-cast, Inc.",A3940               
PRG001              ,"Precision Grinding & Mfg, Inc.",SA3942              
PRG001              ,"Precision Grinding & Mfg, Inc.",A3942               
PIS002              ,Price Induction Sa,SLA3947             
PMI001              ,"Paragon Manufacturing, Inc.",A3756-FPI           
PMI001              ,"Paragon Manufacturing, Inc.",A3426-FPI           
PMI001              ,"Paragon Manufacturing, Inc.",A3447-FPI           
PIS002              ,Price Induction Sa,SLA3954             
SET001              ,Space Exploration Technologies,A3916               
NUI001              ,"Nu-cast, Inc.",A3957               
WMI001              ,"Will-mor Manufacturing, Inc.",A3445-FPI           
SBG001              ,"Showa Best Glove, Inc.",A3962L              
SBG001              ,"Showa Best Glove, Inc.",A3963L              
SBG001              ,"Showa Best Glove, Inc.",A3963R              
PMI001              ,"Paragon Manufacturing, Inc.",A3451-FPI           
SET001              ,Space Exploration Technologies,SA3916              
BAI001              ,Barber-nichols Inc.,SLA3970             
ATS001              ,"Ametek Thermal Systems, Inc.",SA3971              
ATS001              ,"Ametek Thermal Systems, Inc.",A3971               
ESL001              ,Elbit Systems Ltd.,SLA3972             
SMS001              ,Secondo Mona,SA3980              
SMS001              ,Secondo Mona,A3980               
FAC001              ,Fab-braze Corporation,A3997               
FAC001              ,Fab-braze Corporation,A3998               
FAC001              ,Fab-braze Corporation,A3999               
IDC002              ,Instrument Development Corp.,SA4008              
IDC002              ,Instrument Development Corp.,A4008               
LUI003              ,Locust Usa Dba Locust Power,SLA4010             
BAI001              ,Barber-nichols Inc.,SLA4018             
GII001              ,Garmin International Inc.,SLA4026             
OTT001              ,Otto,SA3508              
ACI001              ,"Accudynamics, LLC",SLA4027             
ATS001              ,"Ametek Thermal Systems, Inc.",A4028               
ATS001              ,"Ametek Thermal Systems, Inc.",SA4028              
OTT001              ,Otto,SLA4036             
LSC001              ,Linemaster Switch Corporation,SLA4039             
CSS001              ,Corning Shared Services,SA4045              
CSS001              ,Corning Shared Services,A4045               
CSS001              ,Corning Shared Services,A4046               
CSS001              ,Corning Shared Services,SA4046              
SET001              ,Space Exploration Technologies,SA3902              
SET001              ,Space Exploration Technologies,A3902               
NUI001              ,"Nu-cast, Inc.",A4047               
OTT001              ,Otto,SLA4049             
LAW001              ,Laufer Wind,SLA4051             
PRG001              ,"Precision Grinding & Mfg, Inc.",SA4052              
PRG001              ,"Precision Grinding & Mfg, Inc.",A4052               
WMI001              ,"Will-mor Manufacturing, Inc.",1409-FPI            
BAI001              ,Barber-nichols Inc.,SA4056              
BAI001              ,Barber-nichols Inc.,SLA4056             
CER001              ,Cera-met,C9595               
TPM001              ,"Trident Precision Mfg., Inc.",SA4064              
TPM001              ,"Trident Precision Mfg., Inc.",A4064               
TPM001              ,"Trident Precision Mfg., Inc.",SA4065              
TPM001              ,"Trident Precision Mfg., Inc.",A4065               
CER001              ,Cera-met,C4071               
CER001              ,Cera-met,C4070               
CER001              ,Cera-met,C4069               
CER001              ,Cera-met,C4068               
CER001              ,Cera-met,SA4068              
CER001              ,Cera-met,SA4069              
CER001              ,Cera-met,SA4070              
OTT001              ,Otto,SLA4073             
OTT001              ,Otto,SA4074              
OTT001              ,Otto,SA4075              
OTT001              ,Otto,SA4076              
OTT001              ,Otto,SA4073              
OTT001              ,Otto,A4073               
OTT001              ,Otto,A4074               
OTT001              ,Otto,A4075               
OTT001              ,Otto,A4076               
MGI002              ,"Marty Gilman, Inc.",A4077               
MGI002              ,"Marty Gilman, Inc.",A4078               
ROI001              ,"Rockwell Collins, Inc.",SA4081              
WOM001              ,"Woodward, Inc.",SA4080              
WOM001              ,"Woodward, Inc.",A4080               
NOC001              ,Northrop Corporation,SA3870              
NOC001              ,Northrop Corporation,A3870               
NOC001              ,Northrop Corporation,SA4083              
NOC001              ,Northrop Corporation,A4083               
WOM001              ,"Woodward, Inc.",A4080M              
WOM001              ,"Woodward, Inc.",SA4080M             
SET001              ,Space Exploration Technologies,SA3917              
ACI001              ,"Accudynamics, LLC",SA4027              
ACI001              ,"Accudynamics, LLC",A4027               
PHC001              ,Parker Hannifin Corporation,320
ALM003              ,Alexander Machine & Tool Co.,SLA4084             
ALM003              ,Alexander Machine & Tool Co.,SLA4085             
ALM003              ,Alexander Machine & Tool Co.,SLA4086             
NUI001              ,"Nu-cast, Inc.",A4090               
PHC001              ,Parker Hannifin Corporation,SA4091              
PHC001              ,Parker Hannifin Corporation,A4091               
SET001              ,Space Exploration Technologies,A3917               
NUI001              ,"Nu-cast, Inc.",A4092               
OTT001              ,Otto,SLA4094             
OTT001              ,Otto,SLA4093             
WOM001              ,"Woodward, Inc.",SA4108              
WOM001              ,"Woodward, Inc.",SA4109              
WOM001              ,"Woodward, Inc.",A4108               
WOM001              ,"Woodward, Inc.",A4109               
WOM001              ,"Woodward, Inc.",SA4111              
WOM001              ,"Woodward, Inc.",A4111               
WOM001              ,"Woodward, Inc.",SA3018              
PAS002              ,Partec S.R.L.,SLA4114             
OTT001              ,Otto,SA4049              
OTT001              ,Otto,A4049               
BAI001              ,Barber-nichols Inc.,SLA4116             
BAI001              ,Barber-nichols Inc.,SLA4118             
BAI001              ,Barber-nichols Inc.,SLA4119             
GII001              ,Garmin International Inc.,SLA4120             
CET001              ,"Cascade Engineering Tech., Inc",SA4128              
CET001              ,"Cascade Engineering Tech., Inc",A4128               
SET001              ,Space Exploration Technologies,SA4131              
SET001              ,Space Exploration Technologies,A4131               
ADI001              ,"Adept, Inc.",SLA4129             
SMM001              ,Sheet Metal Models Machine &,SA4143              
SAI001              ,"Spirit Aerosystems, Inc.",SA4145              
SAI001              ,"Spirit Aerosystems, Inc.",SA4145M             
CET001              ,"Cascade Engineering Tech., Inc",SA4148              
CET001              ,"Cascade Engineering Tech., Inc",A4148               
ALM003              ,Alexander Machine & Tool Co.,SA4084              
ALM003              ,Alexander Machine & Tool Co.,A4084               
ALM003              ,Alexander Machine & Tool Co.,SA4085              
ALM003              ,Alexander Machine & Tool Co.,A4085               
ALM003              ,Alexander Machine & Tool Co.,SA4086              
ALM003              ,Alexander Machine & Tool Co.,A4086               
BAI001              ,Barber-nichols Inc.,SLA4160             
ALL001              ,"Acent Laboratories, LLC",SLA4169             
CET001              ,"Cascade Engineering Tech., Inc",SA4170              
CET001              ,"Cascade Engineering Tech., Inc",A4170               
CET001              ,"Cascade Engineering Tech., Inc",SA4171              
PMI001              ,"Paragon Manufacturing, Inc.",A3446-FPI           
BAI001              ,Barber-nichols Inc.,SLA4175             
SMS001              ,Secondo Mona,SA4176              
SMS001              ,Secondo Mona,SLA4176             
GTI001              ,"Gridsmart Technologies, Inc.",SA4179              
WOM001              ,"Woodward, Inc.",SA4182              
WOM001              ,"Woodward, Inc.",A4182               
LUI003              ,Locust Usa Dba Locust Power,SLA4183             
LUI003              ,Locust Usa Dba Locust Power,SLA4184             
LUI003              ,Locust Usa Dba Locust Power,SLA4185             
CET001              ,"Cascade Engineering Tech., Inc",A4171               
SET001              ,Space Exploration Technologies,SLA4187             
OTT001              ,Otto,SA3097              
ALL001              ,"Acent Laboratories, LLC",SLA4189             
SMS001              ,Secondo Mona,A4176               
HAC003              ,Honda Aircraft Company,SLA4191             
HAC003              ,Honda Aircraft Company,SA4192E             
HAC003              ,Honda Aircraft Company,SA4192F             
HAC003              ,Honda Aircraft Company,SA4193F             
HAC003              ,Honda Aircraft Company,SA4193E             
CET001              ,"Cascade Engineering Tech., Inc",A4199               
CET001              ,"Cascade Engineering Tech., Inc",SA4199              
R003                ,R & R Cycles Inc.,SA4200              
GTI001              ,"Gridsmart Technologies, Inc.",A4179               
NEC003              ,Neurologica Corp.,SLA4203             
Q0L001              ,"Q, LLC",SA4204              
Q0L001              ,"Q, LLC",SA4205              
Q0L001              ,"Q, LLC",SA4206              
RAC004              ,"Remington Arms, Co., Inc.",SLA4216             
RAC004              ,"Remington Arms, Co., Inc.",SLA4215             
LSC001              ,Linemaster Switch Corporation,SLA4218             
LSC001              ,Linemaster Switch Corporation,SLA4217             
WOM001              ,"Woodward, Inc.",SA4222              
WOM001              ,"Woodward, Inc.",A4222               
WII001              ,Williams International,SLA4226             
GII001              ,Garmin International Inc.,SA4026              
GII001              ,Garmin International Inc.,A4026               
CET001              ,"Cascade Engineering Tech., Inc",A4231               
CET001              ,"Cascade Engineering Tech., Inc",SA4231              
NEC003              ,Neurologica Corp.,SLA4230             
R003                ,R & R Cycles Inc.,SA4238              
CER001              ,Cera-met,SLA4240             
JCN001              ,Johnson Controls Navy Systems,SLA4244             
JCN001              ,Johnson Controls Navy Systems,PATTERNS            
BAI001              ,Barber-nichols Inc.,SLA4255             
RAC004              ,"Remington Arms, Co., Inc.",SLA4253             
RAC004              ,"Remington Arms, Co., Inc.",SLA4254             
LMC001              ,Lockheed Martin,SA4271              
LMC001              ,Lockheed Martin,A4271               
LMC001              ,Lockheed Martin,SA4272              
LMC001              ,Lockheed Martin,A4272               
LUI003              ,Locust Usa Dba Locust Power,SLA4281             
PAS002              ,Partec S.R.L.,SLA4280             
PMI001              ,"Paragon Manufacturing, Inc.",A3448-FPI           
DRS001              ,LEONARDO S.P.A.,SLA4277             
RAC004              ,"Remington Arms, Co., Inc.",SA4254              
RAC004              ,"Remington Arms, Co., Inc.",A4254               
RAC004              ,"Remington Arms, Co., Inc.",SA4253              
RAC004              ,"Remington Arms, Co., Inc.",A4253               
BAI001              ,Barber-nichols Inc.,SLA4283             
WMI001              ,"Will-mor Manufacturing, Inc.",A3449-FPI           
WMI001              ,"Will-mor Manufacturing, Inc.",A3450-FPI           
BAI001              ,Barber-nichols Inc.,SLA4298             
BAI001              ,Barber-nichols Inc.,SLA4304             
BAI001              ,Barber-nichols Inc.,SLA4303             
BAI001              ,Barber-nichols Inc.,SLA4305             
WII001              ,Williams International,SA4226              
WII001              ,Williams International,A4226               
